
SetupTitle, RESET
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, Resistance, absItop
TestParameter, Function.User.Unit, ohm, A
TestParameter, Function.User.Definition, abs(Vtop/Itop), abs(Itop)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vtop
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absItop
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, Vtop, Itop, Resistance
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/03/2020 15:31:30
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 8fc3369f-77ca-4e36-bf9d-00a4010a70b7
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vtop
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -4
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absItop
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2.6E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.007
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1.4375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 71.4288330213798
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1.4375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 71.4288330213798
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1.4375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 71.4288330213798
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1.4375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 71.4288330213798
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1.4375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 71.4288330213798
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=Vtop, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=-4 V, Step=-40 mV, No. of Steps=101, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU4:MP, Name=Vbot, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vtop, Itop, Resistance
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, ohm
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, RESET
Dimension1, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1
DataName, Vtop, Itop, Resistance, absItop
DataValue, 0, 1.6448E-07, 0, 1.6448E-07
DataValue, -0.04, -3.7036E-05, 1080.0302408467437, 3.7036E-05
DataValue, -0.08, -7.4616E-05, 1072.1561059290232, 7.4616E-05
DataValue, -0.12, -0.00011295000000000001, 1062.4169986719787, 0.00011295000000000001
DataValue, -0.16, -0.00015192000000000002, 1053.1858873091098, 0.00015192000000000002
DataValue, -0.2, -0.00019172000000000001, 1043.1879824744419, 0.00019172000000000001
DataValue, -0.24, -0.00023332000000000002, 1028.630207440425, 0.00023332000000000002
DataValue, -0.28, -0.000275, 1018.1818181818182, 0.000275
DataValue, -0.32, -0.0003177, 1007.2395341517154, 0.0003177
DataValue, -0.36, -0.00035868, 1003.6801605888256, 0.00035868
DataValue, -0.4, -0.00040382000000000005, 990.5403397553365, 0.00040382000000000005
DataValue, -0.44, -0.00044886000000000004, 980.26110591275665, 0.00044886000000000004
DataValue, -0.48, -0.00049562, 968.48391913159276, 0.00049562
DataValue, -0.52, -0.00054266, 958.24273025467141, 0.00054266
DataValue, -0.56, -0.0005913, 947.06578724843575, 0.0005913
DataValue, -0.6, -0.00063794, 940.52732231871323, 0.00063794
DataValue, -0.64, -0.00068804, 930.17847799546541, 0.00068804
DataValue, -0.68, -0.00073972, 919.26674958092258, 0.00073972
DataValue, -0.72, -0.0007919, 909.20570779138779, 0.0007919
DataValue, -0.76, -0.00084468000000000011, 899.7490173793625, 0.00084468000000000011
DataValue, -0.8, -0.00089882, 890.05585100465055, 0.00089882
DataValue, -0.84, -0.00095470000000000006, 879.85754687336328, 0.00095470000000000006
DataValue, -0.88, -0.0010104, 870.94220110847186, 0.0010104
DataValue, -0.92, -0.0010673400000000002, 861.95589034422017, 0.0010673400000000002
DataValue, -0.96, -0.00112538, 853.04519362348708, 0.00112538
DataValue, -1, -0.001185, 843.8818565400843, 0.001185
DataValue, -1.04, -0.001245, 835.34136546184743, 0.001245
DataValue, -1.08, -0.0013068, 826.44628099173553, 0.0013068
DataValue, -1.12, -0.0013676, 818.95291020766308, 0.0013676
DataValue, -1.16, -0.0014316, 810.28220173232739, 0.0014316
DataValue, -1.2, -0.0014966, 801.81745289322453, 0.0014966
DataValue, -1.24, -0.0015596, 795.07566042575024, 0.0015596
DataValue, -1.28, -0.0016248, 787.78926637124573, 0.0016248
DataValue, -1.32, -0.001691, 780.60319337670023, 0.001691
DataValue, -1.36, -0.00176, 772.72727272727275, 0.00176
DataValue, -1.4000000000000001, -0.00183, 765.0273224043716, 0.00183
DataValue, -1.44, -0.0018984, 758.53350189633375, 0.0018984
DataValue, -1.48, -0.0019668, 752.49135651820222, 0.0019668
DataValue, -1.52, -0.0020348000000000002, 747.00216237468044, 0.0020348000000000002
DataValue, -1.56, -0.0021060000000000002, 740.74074074074065, 0.0021060000000000002
DataValue, -1.6, -0.0021788, 734.349183036534, 0.0021788
DataValue, -1.6400000000000001, -0.0022508, 728.62982050826383, 0.0022508
DataValue, -1.68, -0.0023242000000000002, 722.82936064022022, 0.0023242000000000002
DataValue, -1.72, -0.0023988, 717.02517925629479, 0.0023988
DataValue, -1.76, -0.002474, 711.39854486661272, 0.002474
DataValue, -1.8, -0.0025486000000000003, 706.27010907949455, 0.0025486000000000003
DataValue, -1.84, -0.0026252, 700.8989791254, 0.0026252
DataValue, -1.8800000000000001, -0.0027028, 695.57495930146524, 0.0027028
DataValue, -1.92, -0.0027778, 691.19447044423646, 0.0027778
DataValue, -1.96, -0.0028556000000000002, 686.37064014567864, 0.0028556000000000002
DataValue, -2, -0.0029336, 681.75620398145622, 0.0029336
DataValue, -2.04, -0.0030092, 677.92104213744517, 0.0030092
DataValue, -2.08, -0.0030862, 673.96798652064035, 0.0030862
DataValue, -2.12, -0.003166, 669.61465571699307, 0.003166
DataValue, -2.16, -0.0032466, 665.31140269820742, 0.0032466
DataValue, -2.2, -0.0033212000000000003, 662.41117668312654, 0.0033212000000000003
DataValue, -2.24, -0.0034052, 657.81745565605547, 0.0034052
DataValue, -2.2800000000000002, -0.0034854, 654.15734205543129, 0.0034854
DataValue, -2.32, -0.0035626, 651.209790602369, 0.0035626
DataValue, -2.36, -0.0036394, 648.45853712150347, 0.0036394
DataValue, -2.4, -0.0037258, 644.15695957915079, 0.0037258
DataValue, -2.44, -0.0037990000000000003, 642.27428270597522, 0.0037990000000000003
DataValue, -2.48, -0.003894, 636.8772470467386, 0.003894
DataValue, -2.52, -0.0039638, 635.7535698067511, 0.0039638
DataValue, -2.56, -0.0040658000000000005, 629.64238280289237, 0.0040658000000000005
DataValue, -2.6, -0.0041462, 627.08021803096813, 0.0041462
DataValue, -2.64, -0.0042256, 624.76334721696321, 0.0042256
DataValue, -2.68, -0.0043134, 621.31960866138081, 0.0043134
DataValue, -2.72, -0.0043708, 622.31170495103868, 0.0043708
DataValue, -2.7600000000000002, -0.0044794, 616.15394918962375, 0.0044794
DataValue, -2.8000000000000003, -0.0045544, 614.79009309678554, 0.0045544
DataValue, -2.84, -0.004662, 609.180609180609, 0.004662
DataValue, -2.88, -0.0047448, 606.98027314112289, 0.0047448
DataValue, -2.92, -0.0048224, 605.50763105507633, 0.0048224
DataValue, -2.96, -0.0049068, 603.244477052254, 0.0049068
DataValue, -3, -0.004998, 600.24009603841534, 0.004998
DataValue, -3.04, -0.0050802, 598.401637730798, 0.0050802
DataValue, -3.08, -0.0051576, 597.17698154180243, 0.0051576
DataValue, -3.12, -0.0052474, 594.580173038076, 0.0052474
DataValue, -3.16, -0.0053230000000000005, 593.65019725718582, 0.0053230000000000005
DataValue, -3.2, -0.0055390000000000005, 577.721610398989, 0.0055390000000000005
DataValue, -3.24, -0.0056022, 578.34422191282, 0.0056022
DataValue, -3.2800000000000002, -0.0056742, 578.055056219379, 0.0056742
DataValue, -3.3200000000000003, -0.0057426000000000005, 578.13533939330614, 0.0057426000000000005
DataValue, -3.36, -0.0058162000000000005, 577.69677796499423, 0.0058162000000000005
DataValue, -3.4, -0.0059074, 575.54931103361878, 0.0059074
DataValue, -3.44, -0.0058788, 585.15343267333469, 0.0058788
DataValue, -3.48, -0.005929, 586.945522010457, 0.005929
DataValue, -3.52, -0.005969, 589.71351985257161, 0.005969
DataValue, -3.56, -0.0061936000000000005, 574.78687677602682, 0.0061936000000000005
DataValue, -3.6, -0.0062434000000000005, 576.60889899734116, 0.0062434000000000005
DataValue, -3.64, -0.006329, 575.13035234634219, 0.006329
DataValue, -3.68, -0.0064778, 568.09410602365, 0.0064778
DataValue, -3.72, -0.0066726, 557.50382159877711, 0.0066726
DataValue, -3.7600000000000002, -0.0067262, 559.00805804168772, 0.0067262
DataValue, -3.8000000000000003, -0.006789, 559.72897333922526, 0.006789
DataValue, -3.84, -0.0068372, 561.63341718832271, 0.0068372
DataValue, -3.88, -0.0069022, 562.13960766132539, 0.0069022
DataValue, -3.92, -0.0068936, 568.64337936636878, 0.0068936
DataValue, -3.96, -0.006936, 570.93425605536333, 0.006936
DataValue, -4, -0.0068568000000000006, 583.3625014584062, 0.0068568000000000006
DataValue, -4, -0.006816, 586.85446009389671, 0.006816
DataValue, -3.96, -0.006956, 569.2926969522714, 0.006956
DataValue, -3.92, -0.0068074, 575.84393454182214, 0.0068074
DataValue, -3.88, -0.006605, 587.433762301287, 0.006605
DataValue, -3.84, -0.0064446, 595.847686435155, 0.0064446
DataValue, -3.8000000000000003, -0.0061198, 620.93532468381329, 0.0061198
DataValue, -3.7600000000000002, -0.0054448000000000005, 690.56714663532171, 0.0054448000000000005
DataValue, -3.72, -0.0050658000000000005, 734.33613644439174, 0.0050658000000000005
DataValue, -3.68, -0.0051388, 716.12049505721188, 0.0051388
DataValue, -3.64, -0.0050584, 719.59512889451207, 0.0050584
DataValue, -3.6, -0.004726, 761.743546339399, 0.004726
DataValue, -3.56, -0.0045256, 786.63602616227683, 0.0045256
DataValue, -3.52, -0.0043538, 808.489135927236, 0.0043538
DataValue, -3.48, -0.004229, 822.88957200283755, 0.004229
DataValue, -3.44, -0.0041132, 836.33180978313715, 0.0041132
DataValue, -3.4, -0.0039966, 850.72311464745019, 0.0039966
DataValue, -3.36, -0.0038914, 863.44246286683449, 0.0038914
DataValue, -3.3200000000000003, -0.0037946, 874.92752859326424, 0.0037946
DataValue, -3.2800000000000002, -0.003699, 886.72614220059484, 0.003699
DataValue, -3.24, -0.0035176, 921.08255628837844, 0.0035176
DataValue, -3.2, -0.003357, 953.23205242776294, 0.003357
DataValue, -3.16, -0.0031602, 999.93671286627432, 0.0031602
DataValue, -3.12, -0.0028726, 1086.1240687878578, 0.0028726
DataValue, -3.08, -0.0025394000000000003, 1212.8849334488461, 0.0025394000000000003
DataValue, -3.04, -0.002373, 1281.0788032026969, 0.002373
DataValue, -3, -0.0022364, 1341.4416025755679, 0.0022364
DataValue, -2.96, -0.002127, 1391.6314057357781, 0.002127
DataValue, -2.92, -0.0020284, 1439.5582725300728, 0.0020284
DataValue, -2.88, -0.0019428, 1482.3965410747376, 0.0019428
DataValue, -2.84, -0.0018586, 1528.0318519315613, 0.0018586
DataValue, -2.8000000000000003, -0.0017822, 1571.0919088766693, 0.0017822
DataValue, -2.7600000000000002, -0.0017046000000000001, 1619.1481872580077, 0.0017046000000000001
DataValue, -2.72, -0.0016332, 1665.4420769042372, 0.0016332
DataValue, -2.68, -0.001565, 1712.4600638977638, 0.001565
DataValue, -2.64, -0.0014996, 1760.4694585222726, 0.0014996
